id_trabalho,traducao,keyword
1197,"The aim of this study was to analyze the behavior of the sampling distribution of the range and the degree of spatial dependence (DE). Also, the objective was to evaluate the correlation between these measures and the spatial dependence index (SDI). It was possible to identify that reach, in general, presented a positive asymmetric behavior. The ND had a negative skewed distribution and, consequently, the relative nugget effect (RPE) showed a positive skewed distribution. The range has better correlations with the IDE. When comparing the classifications of spatial dependence, from the DE and the SDI, it was possible to verify that the latter is more coherent because it also considers the spatial variability due to the range parameter, and not just the variability explained by contribution and level.",nothing
904,"The objective of this work is to increase the sample size of the water potential data of different eucalyptus species through their archetypes, aiming to increase the precision in the statistical inference procedure. For this purpose, six eucalyptus species were evaluated: E. grandis, E. urophylla, E. cloeziana, E. citriodora, E. camaldulensis and E. brassiana, with four replications, and two response variables were measured: minimum water potential and maximum. Then, for each species, two successive increases of a dice were performed, increasing the number of repetitions from four to six and, consequently, the sample size from 24 to 36 (50% increase in n), without changing the probability distribution. from which comes the initial sample and neither its parameters. The sample increase corroborated to evaluate the effect of the six eucalyptus species on the minimum and maximum water potential with greater precision.","Archetype Analysis, Data Augmentation, Agronomy"
1225,"The use of geostatistics in the field of soil sciences has been increasingly intensified to help study the behavior of spatial dependence. Indexes that measure spatial dependence in a summarized way are widely used as a way to complement information that the semi-variogram provides. Although there are several indexes in the literature, the need to further formalize the interpretations of them is evident. The present work aimed to assume the spatial dependence indices IDE and DE as random variables and based on data from physical and chemical soil attributes, adjust theoretical probability distributions and, based on the best fits, enable more complete inferences about the indices based on probability distributions.",nothing
1250,"A product (or a service) can be evaluated by checking the satisfaction of m 3 1 characteristics. At least two different evaluation scenarios are possible: (1) the evaluators attribute, to each item, a value between 0 in corresponding to the count of characteristics considered satisfactory, or (2) the evaluators attribute, to each item, a vector of m dichotomous variables corresponding to each characteristic. The evaluators belong to different populations that consider different levels of importance for the characteristics or randomly assign the answers for each characteristic (without judging the satisfaction of that category). This summary shows some simple models to handle these 2 aforementioned assessment scenarios.",product evaluation; binomial distribution; mix models
1260,"This work aims to investigate the effect of the quota policy on the chance of a student entering higher education given the various factors that characterize him as a quota holder or not. For this, we used the microdata from ENEM 2016, available on the INEP website, and the cutoffs of 3 different courses historically highly sought after because they have prospects for financially successful careers and, consequently, social ascension: Law, Civil Engineering and Medicine. The cutoff scores used as a parameter were those of the Federal University of Rio de Janeiro in the reference year, 2016. Through the proposed models, we had evidence that the existence of quotas increases the chance of admission to universities for those who are covered, but they reveal also that these effects are very unequal when compared between the quota categories. In particular the candidate awarded for the racial quota, but not awarded for public education or income. This has a 254% chance of admission that a candidate who does not have these characteristics as a quota student by race, but who is also a quota student for having studied in a public school, for example, has a 15% chance when compared to an outsider of this group.","ENEM, MLG, Generalized Linear Model, Logistics Regression, Affirmative Action"
1198,"An accurate forecast of extreme events is a crucial condition for public policies to be adopted in order to mitigate the effects caused by meteorological and climatic phenomena. The use of quantitative methods to perform weather forecasting through numerical simulation has been highlighted in meteorology. In general, these models use several physical parameterizations, generating possible combinations in quantities that are not feasible to be carried out. Thus, the main objective of this work is to apply experiment planning techniques to assist in the selection of adequate parameterization settings for the Weather Research and Forecasting (WRF) model to improve minimum and maximum temperature forecasts in Northeastern Brazil.",Previsão de tempo; Planejamento de experimento; Weather Research and Forecasting.
1193,"Multitype events (or competing risks) models for a repairable system subject to multiple failure types are discussed. Under minimal repair, it is assumed that each failure type has a power law intensity. An orthogonal reparametrization is used to obtain an objective Bayesian prior which is invariant under relabelling of the failure modes. The resulting posterior is a product of gamma distributions and has 
appealing properties: one-to-one invariance, consistent marginalization and consistent sampling properties. Moreover, the resulting Bayes estimators have closed-form expressions and are naturally unbiased for all the parameters of the model. The methodology is applied in the analysis of (i) a previously unpublished dataset about recurrent failure history of a sugarcane harvester and (ii) records of automotive warranty claims. A simulation study was carried out to study the efficiency of the methods proposed.","Bayesian analysis, competing risks, power law process, reference prior, Jeffreys prior, repair"
1163,"Count data models, especially in a time series context, have not yet been fully explored in the literature. In this work, we are interested in count data with excess zeros in a time series context. Real data sets may have this characteristic, as shown in the application with congenital rubella data. In this work we present the generalized Poisson ARMA(r,q) zero modified model and perform a Bayesian analysis using a rubella data set.    
","Bayesian inference, Generalized Poisson distribution, Zero modification"
1137,"In this work we consider some criteria that assess the goodness of fit of k-modified regression models. The k-modification consists of the inclusion of a parameter in the probability mass function of traditional discrete distributions, capable of modeling the inflation or deflation of observation k in the data set. In this sense, modification becomes essential when, in many practical situations, a certain observation k of the data set occurs with a higher or lower frequency than expected when considering a particular discrete distribution. In the context of regression models, we want to explain the k-modified count data set using explanatory variables both for the mean of the variable of interest (response variable) and for the parameter responsible for modifying observation k. In this work, we will consider the following k-modified models: Poisson, Binomial and Geometric",Counting data; Goodness of Fit; Inflation; Deflation; Regression Models.
1363,"This work aims to carry out an exploratory characterization of Brazilian pastures through cluster analysis using the DTW algorithm and the GAM model in NDVI series obtained from the MODIS satellite. Being able to characterize the patterns of pastures represents a great advance for decision making related to the development and quality of the production process of pastures, which can also represent benefits for the environment and possibly for the reduction of deforestation, due to better management of information and of land use.",nothing
1317,"Poker is considered a mental skill game, included in the Mind Sports Olympiad, which involves both knowledge of strategy and probabilities. Through the study, it is possible to maximize the winning probabilities in a game, thus contradicting the theory of games of chance, which states that the random player goes bankrupt with probability one, when the number of games tends to infinity. The study of poker has strengthened the development of students in higher education courses in several universities around the world and this work presents a practical study regarding the realization of tournaments at the Federal University of Santa Maria. Theoretical classes and tournaments held have proven to be motivating tools for students entering the Statistics course and other courses at UFSM.","probability, strategy, mind sports, poker, statistics"
1344,"Given the necessary importance on the use and development of comparison criteria between estimators, this work seeks to present an additional criterion that summarizes arbitrary performance information in graphic profiles that facilitate the perception of the quality of the methods proposed to solve a given problem. To illustrate the use of the tool, a small simulation study was considered and its results discussed.",Comparison of estimators. Performance radius. Cumulative probability function.
962,"The estimation of Consumer Price Indices (CPIs) is generally carried out from samples of places of purchase and products, and such samples can be considered as coming from a two-dimensional population. Conglomerate Sampling (CA) is commonly used in surveys conducted to estimate CPIs. Two-dimensional Sampling (AB) can be a convenient alternative in some research situations. In the context of IPCs, AB would be the crossing of samples from places of purchase with product samples. However, this methodology (AB) is sometimes confused with CA, it is not well known, there is little literature and few empirical studies on the variance of its estimators. The way of building records of places of purchase and products in Brazil implies a sampling process of places (and later, of products) that does not correspond exactly to the Conglomerate Sampling method in 2 stages (AC2). It is at this point related to sampling that this work proposes to contribute, comparing a process of CA with AB for the selection of places and products to have their prices collected. In this work, we take AC2 as the &#39;standard&#39; method against which the AB alternative will be compared. The data source for this work comes from the World Food Program project. It is a price base composed of 15,606,420 records representing the 60 monthly observations, from January 2012 to December 2016, of prices for 263 selected products in each of the 989 eligible purchase locations. We will use the R software. The comparison between the sampling plans will be performed by calculating the variance of the CPI estimator each month. For this purpose, approximate expressions of the variance of the Laspeyres Price Index estimator were obtained for each type of sampling. As results, we will present values of variances for each sample scenario studied. From these we will be able to conclude in which situations one plan is preferable to the other.","Two-Dimensional Sampling, Conglomerate Sampling, Consumer Price Indices."
1205,"Co-authorship among members of a research group can commonly be represented by a graph G with k vertices on edges. The researchers that make up this group are represented by the vertices, and the connections (common publications or co-authored works) between two researchers are represented by the edges. The objective of this work was to study the reliability measure of networks considering the vertices or researchers perfectly reliable and the edges or unreliable co-authorship relationships (or prone to failures). Specifically, a Bayesian approach is proposed for the reliability of a co-authorship network represented by a research group from UNESP, registered with the CNPq, obtaining the Bayesian estimates and the respective credibility intervals for the individual components (edges or relations of co-authorship) and for the co-authorship network. For that, an informative a priori density proposed by Lee (1993) was assumed, and the a posteriori summaries were obtained through Monte Carlo simulation methods via Markov Chains (MCMC). The results showed the relevance of an inferential approach for the reliability of scientific co-authorship networks, emphasizing that the contribution of each researcher is essential for the maintenance of a research group. Furthermore, the Bayesian methodology was viable and easy to implement in computation, allowing the incorporation of a priori information in the estimation process.","MCMC methods, social media, graph theory."
1229,"In this work, factors related to the consumption of cigarettes and alcohol by students were studied. The study was carried out based on microdata from the National Adolescent Health Survey (PeNSE) for the year 2015 in a sub-sample from the North region. The sample profile was drawn and an analysis performed using generalized linear models to estimate the prevalence of factors associated with the consumption of these substances. The results showed that cigarette consumption in the North region is in line with national indicators and the consumption of alcoholic beverages is lower in the North compared to Brazil. In the modeling it was found that the fact of living with father and mother is related to a lower prevalence of cigarette consumption, but does not influence the consumption of alcoholic beverages. As for the characteristics of the school, it was observed that there is no difference regarding the consumption of alcoholic beverages in the administrative spheres, but regarding the use of cigarettes there is a higher prevalence of consumption in the state and federal spheres in relation to the private sphere.","Northern region, Teenagers, Cigarette, Alcoholic beverage."
1190,"The present work proposes robust estimators for the parameters of the beta distribution, useful to model continuous data in the range $(0,1)$ in the presence of outliers outliers. Weighted maximum likelihood estimators (EMVP) with two weighting proposals were considered. To correct the bias of these estimators we use the parametric \textit{bootstrap} method adapted for outlier data. The performances of the proposed estimators were evaluated using Monte Carlo simulations, compared to the usual maximum likelihood estimators. As specific robustness measures, breakpoint and sensitivity were adopted. Numerical evaluation showed that EMVPs have less sensitivity to outliers and higher breakpoints. Estimators corrected by the proposed bootstrap method showed less bias compared to their uncorrected versions. An application to real data is also presented and discussed.","bootstrap, beta distribution, robust estimators, outliers, weighted likelihood"
951,"In this work, an analysis and comparison of the main robust criteria for selecting models in robust linear regression was performed. The advantages and disadvantages will be presented through different scenario simulations and data analysis.",nothing
1167,"In binary regression, data imbalance refers to the presence of zeros or ones in a significantly greater proportion than the corresponding ones or zeros. In this work, we study two methods developed to deal with unbalance and compare them with the use of asymmetric links, specifically we work with some links proposed in Lemonte and Bazán (2017) and Bazán et al. (2017). The results show that these methods do not adequately correct the bias in the estimates of the regression coefficients and that the models with asymmetric power and power reverse links considered produce better results for a certain type of imbalance. Additionally, we present an application for unbalanced data identifying the best model among several proposed models. Parameter estimation is performed under a Bayesian approach considering the Monte Carlo Hamiltonian estimation method using the No-U-Turn Sampler algorithm and model comparisons are developed using different model selection criteria.","asymmetry, asymmetric links, unbalance, binary regression"
1237,"One of the challenges in the production of second generation (2G) ethanol is the development of efficient technologies to convert xylose to ethanol in the sugar fermentation process. The investigation of xylose assimilation pathways by yeasts can provide relevant information regarding the limiting steps in the metabolism of this pentose conversion and help in the construction of genetically modified strains. Metabolomics-based technology has been widely used to answer important biological questions, in view of being able to identify and quantify metabolites present in a biological system. However, the large volume of information generated in a metabolomics experiment makes it necessary to use a mathematical and biologically representative model for the analysis and interpretation of the data obtained. The objective of this work was to develop a statistical analysis protocol to interpret the data obtained in the quantification of the main intracellular metabolites related to the conversion pathways of xylose to ethanol. The xylose fermenting yeast S. arborariae was evaluated under two different growth conditions: aerobic and microaerobic, during the exponential growth phase. The statistical model used is based on analysis of variance (ANOVA) with repeated measures. This model will be added to the metabolomics protocol established and optimized by the group and can be applied to data obtained in metabolomics experiments using other xylose fermenting yeast species.","ANOVA, METABOLOMICS, QUANTIFICATION, XYLOSIS, YEAST"
1212,"In this article, partial results of a research project that seeks to develop resources for the assessment of statistical literacy of students in the early years of elementary school will be presented. It is proposed a collaborative game in RPG form that aims to help the teacher to identify if the child understood what is expected about the contents of Statistics in accordance with the Brazilian curriculum guidelines. The game in development involves an adventure in medieval times in which the children together progress through the various stages to find an orchid and save the king&#39;s life. Through the game, it is intended to verify the children&#39;s knowledge about graphics and possibilities.",Statistical Education; Early years; Cooperative games; Assessment.
1219,"In this work, via fuzzy theory, a method for determining regression models was obtained using the fuzzy inference system proposed by Takagi and Sugeno, with the data inputs being transformed into fuzzy sets and the system outputs being non-fuzzy sets. This model is combined with the network structure of the Adaptive Neuro-Fuzzy Inference System (ANFIS). The ANFIS model takes a fuzzy inference system and associates it with a back-propagation algorithm, based on a data set, and its structure facilitates the calculation of the gradient for the parameters. In this way, a set of fuzzy rules is obtained by the fuzzy subtractive grouping technique, used to partition the input and output space of the dataset. Fuzzy inference systems are used based on a set of conditional rules, representing the inputs and outputs of the model, associating the learning ability of artificial neural networks with the linguistic interpretation power of fuzzy inference systems, which are capable of treating knowledge incomplete, uncertain or even conflicting. The proposed mathematical model used input variables from observations, obtaining outputs of the type, y = f(x), where x is the input and y the output of the inference system and f a quantitative representation of the mapping. Usually the function f is a linear combination of input variables, whose coefficients are estimated using the least squares method. In the development and result of the work, an application is presented where the observed data and the data estimated by the model were compared using statistical methods, and these were shown to be well correlated, where the efficiency and accuracy of the neuro-fuzzy model obtained can be verified. .",nothing
1342,"The elimination of points is the most traditional sensitivity method, which consists of evaluating the impact of removing an observation on the estimates of the parameters of a model. On the other hand, Cook (1986) presented a general method to assess the local influence of small perturbations on the statistical model or on the data. However, Cook&#39;s methodology may not detect locally influential and masked observations. In this work, we propose a methodology for obtaining locally influential masked data in the context of linear regression.","Local Influence, Regression Models, Diagnosis, Masked"
1159,"Smallholder agriculture, now defined by law as family farming, has always been on the sidelines of the benefits and incentives offered by the Brazilian government, thus hindering its development. Currently, the main public policy to strengthen this category is the National Program for Strengthening Family Agriculture - Pronaf. Thus, the objective of this study is to verify the current distribution of the program&#39;s resources regarding the location and profile of its beneficiaries, identifying regional differences among credit users. It was found that there are regional differences in the distribution of resources, having a concentrating history in the southern region of the country, to the detriment of the Northeast region, which concentrates the vast majority of farming families. The hypothesis of this work considers that the disproportionate distribution of Pronaf resources may occur due to the socioeconomic profile of the farmer. For this, a study was carried out based on the information collected by PNAD 2014 in its Productive Inclusion supplement. All people who responded that they had received some credit from Pronaf in the reference period of the research were considered and the sociodemographic and economic characteristics of the profile of the beneficiaries and their activities were analyzed. The results are presented for all regions, but only the two relevant regions in this study were analyzed. If we consider as a measure the participation of regions in the total of family establishments, in the personnel employed in agriculture or in the rural population, these distributions do not present the same proportion observed for the resources granted by Pronaf. Differences were observed in the profile of family farmers in the South and Northeast regions: while the former have higher per capita household income, more access to information and technical assistance and are better educated, the latter receive more seeds and inputs.",nothing
931,"This paper aims to present some of the results of the identification of the contextual questionnaires of the 2015 Basic Education Assessment System (SAEB) questionnaires. The methodology for carrying out the factor analysis is based on procedures proposed by Laros (2012) and Johnson &amp; Wichern (1998), among them, the standardization of variables, verification of the factorability of the correlation matrix, identification of factors to be extracted, type of rotation to be used, inspection of factor loadings, reliability indices and calculation of factor scores. The results indicated a reduction from 361 items that make up the contextual questionnaires, to 209 items distributed in 24 factors, grouped into four databases.","SAEB, Contextual Questionnaires, Factor Analysis, Dimension Reduction."
1069,"The inappropriate use of natural resources due to food production has caused great degradation, especially in the soil, which directly suffers the main impacts. The objective of this work is to apply the multivariate analysis of variance (MANOVA) and linear discriminant in order to evaluate different land uses in the Southern Amazon, as a function of physical, chemical and biological attributes, thus allowing to detect differences between the types of land use. management, according to the variables responsible for this discrimination. The study was conducted on the rural property Fazenda Maringá, located in the municipality of Alta Floresta, with different land uses: native forest (FN), degraded pasture (PD), renewed pasture (PN); permanent preservation area under recovery (APPR); crop area (LA); forage sugarcane area (CA) and area reforested with eucalyptus (EU). The variables considered for the analysis were: soil microbial biomass carbon (CB), aluminum (Al), CaMg, which corresponds to the sum of calcium (Ca) and magnesium (Mg), and clay. According to the results obtained, it is concluded that the areas of tillage, native forest and degraded pasture were identified as similar to each other based on the carbon of the microbial biomass, clay, aluminum, calcium and magnesium content, indicating that such attributes are able to distinguish the different types of management and point out their similarities.",nothing
1136,"In this work, a Bayesian approach is proposed for estimating the parameters of distributions for k-Modified count data. A modification is understood as the inclusion of a parameter in the mass probability function of traditional discrete distributions, capable of modeling the inflation or deflation of observation k in the data set. Modification becomes essential when, in many practical situations, a particular observation k of the data set occurs with a higher or lower frequency than expected when considering a particular discrete distribution. Applications considering real datasets are presented.",Counting data; Discrete Distribution; Inflation; Deflation; Bayesian Inference.
958,"Over time, there has always been an attempt to increase the accuracy of experimental designs, mainly due to the increase in their practice in the most diverse areas of knowledge. The use of optimal designs with their different optimization criteria is fundamental to obtain results that maximize the information in the study. However, the assumption of heteroscedasticity is not always satisfied and can be resolved by a transformation. Therefore, the objective of this work is to develop a methodology for the construction of exact D-optimal designs for experiments in which, a priori, it is suspected that the variance of the responses is not constant, for two factors, when the model is linear, and using a transformation of the Box-Cox family into the response variable.","Optimal design, Box-Cox transformation, criteria."
1024,"Statistics is a useful and sometimes necessary and essential tool in work carried out by various professionals such as geographers, biologists, administrators, psychologists, etc. Normally, for training in statistics, the curriculum of these courses is composed of a single subject, which makes it difficult for the undergraduate to actually learn the concepts. In David Ausubel&#39;s Learning Theory, a key concept refers to the meaningful learning that occurs when new information (new knowledge) is related in a non-arbitrary and substantive (non-literal) way to the learner&#39;s cognitive structure, that is, the content taught becomes meaningful to the individual. In our work carried out between 2012 and 2015, a software prototype was built, written using HTML and javascript, named EDH (Statistics in Homeopathic Doses) to teach some concepts of descriptive statistics in order to provide the occurrence of significant learning of concepts by the learner when using the software. The focus of EDH for content transmission is the primary use of imagery language. An image that is didactically effective is an image with low cognitive load, that is, an image that is easy to assimilate and, therefore, enhances meaningful learning. Several HTML pages were built dealing with concepts such as variance, standard deviation, Gini index, etc., presented primarily through images that a priori were designed to have low cognitive load. EDH has been used on several occasions with Geography undergraduates to evaluate the software. As a general result, several students praised the use of images as a tool for transmitting descriptive statistics contents, which seems to indicate that the transmission of such contents through images with low cognitive load can provide meaningful learning.","Meaningful learning; EDH software, image with low cognitive load"
1353,"In order to compare the progress of Youth and Adult Education (EJA) in São Carlos and its corresponding micro-region (São Carlos micro-region) with the State of São Paulo, this paper surveys data on illiteracy and its characteristics. sociodemographic characteristics of the PEA15+ (Economically Active Population aged 15 or over) from the 2010 Demographic Census, the 2016 School Census and the 2015 National Household Sample Survey (PNAD). so far in the appropriate locations with regard mainly to the PEA15+ schooling and to present suggestions for a progressive reduction (and in the future to achieve the eradication) of illiteracy in the region of São Carlos.","Illiteracy, Official data, Demand, EJA, Descriptive statistics."
1147,"In many situations, the use of samples instead of evaluating an entire population is a common action given the limitations of survey costs, the time available for data collection and the difficulty of accessing them. A common way of selecting units that will constitute a sample is simple random sampling (AAS). In addition to AAS, there are several other ways to carry out the sampling process, including sampling designs based on ordered sets, with the particular case of Ordered Set Sampling (ACO). The OAC is useful in situations where measuring the variable of interest implies high cost or is difficult to access, but it is possible to order the sampling units using a concomitant variable or based on a subjective, accessible and low-cost criterion. The designs by ordered sets have several applications in the context of Statistical Quality Control (CEQ), especially in the construction of control charts, producing efficiency superior to AAS. In this work, a simulation study was carried out with the objective of evaluating the performance of control charts for the mean through the mean sequence length (CMS), considering samples selected via ACO and processes with distributions presenting different levels of asymmetry and kurtosis. We used the normal and generalized normal skew distributions in the generation of the samples as they allow incorporating different levels of asymmetry and kurtosis, respectively. As a result, the CMS tends to be smaller as skewness increases and larger as kurtosis increases, regardless of sample size and whether or not the process is under control. Furthermore, the CMS for samples with normal and generalized normal skew distribution tends to be higher for the process operating under control when compared to the process out of control.",Monte Carlo simulation; Sampling by Ordered Sets (ACO); Control Charts;
1263,"The application of quantitative methods, especially statistics, in the study of law and its institutions is called jurismetry. Despite its relevance for the development of strategic actions both in the procedural sphere and for the formulation of public policies, few Higher Education Institutions offer specific subjects on the subject in the curriculum. In this context, the present work aims to present actions that help students and professionals working in the field of legal sciences with regard to the application of statistics and processing of quantitative data. The development of activities was carried out in an interdisciplinary way, involving professors, students and administrative technicians from the Department of Statistics of the Federal University of Santa Maria in partnership with the Citizen Security Nucleus (NUSEC) of the Law School of Santa Maria (FADISMA). The actions include assistance in the planning, execution and quantitative analysis of academic work carried out by NUSEC, preparation of teaching material for the introduction of basic notions of descriptive statistics and the realization of an extension course. The target audience of the course comprises FADISMA students, as well as other academics and professionals working in the area. It is expected that, at the end of the extension actions, the members of NUSEC will be able to elaborate quantitative research instruments applied to law and the other participants of the extension actions will have improved their understanding of the subject.",Statistical consultancy; Jurimetry
963,"There is a growing interest in modeling series that have the characteristics of long dependence and seasonality. Series of monetary aggregates and financial income are examples of data that can exhibit these characteristics. Another growing interest is to model series that present high variability. Thus, it is interesting to study the processes that also take this property into account as well. The $k$-Factor GARMA $(p,\boldsymbol{u},\boldsymbol{\lambda},q)$ processes with symmetric $\alpha$-stable innovations, denoted by $k$-Factor GARMA $(p, \boldsymbol{u},\boldsymbol{\lambda},q)\_{S\alpha S}$, allow us to fit data that have the characteristics of long dependence, seasonality and high variability. The objective of this work is to propose estimators for the parameters of these processes. We extend the estimator proposed by Ndongo et al. [2010], for processes SARFIMA${(p,d,q)\times(P,D,Q)_s}\_{S\alpha S}$, for processes $k$-Factor GARMA $(p ,\boldsymbol{u},\boldsymbol{\lambda},q)\_{S\alpha S}$. We use the smoothed normalized periodogram and smoothed periodogram of correlations functions as estimators of the transfer power function [Stein, 2012]. Monte Carlo simulations were performed to verify the accuracy of the estimates of the $k$-Factor GARMA process parameters $(p,\boldsymbol{u},\boldsymbol{\lambda},q)\_{S\alpha S}$ and for that, the bias, the mean square error and the variance of the estimates were analyzed. We found that both the proposed estimators presented good estimates, in the sense of low bias, mean square error and variance for all parameters in the analyzed cases.","Long Dependency, Parameter Estimation, Stable Distributions."
1088,"The maximum likelihood estimation method is one of the most used, but it is sensitive to outliers. In some cases, an atypical observation is enough for the maximum likelihood estimator to have a severe bias and lead to erroneous conclusions about the characteristics of interest. Ferrari &amp; La Vecchia (2012) proposed a robust estimation procedure based on the minimization of an empirical approximation of q-entropy. The resulting estimator aims to balance robustness and efficiency according to the value assumed by a tuning constant q. In this work, this estimation procedure was applied to the beta distribution with parameterization indexed by the mean and by a precision parameter. The beta distribution is the most used in the context of regression modeling for continuous data observed in the unit interval. The performance of the robust estimator was evaluated together with the maximum likelihood estimator through Monte Carlo simulation studies in the presence and absence of data contamination. The results are preliminary and will be extended, in particular, to beta regression models.",Beta distribution; Robustness; Influence function; q-entropy.
1105,"Several methods have been proposed for the reconstruction of Gaussian networks with high-dimensional data, that is, in which the quantity of variables or nodes in the network is greater than the quantity of the sample. In this work we analyze three different methods for recovering networks from data with this feature. We use the method known as Graphical Lasso, which applies regularization processes based on LASSO, the Graphical Ridge method, which uses Ridge regularization and a new method that we are going to present, called LPC (Local Partial Correlation), or Local Partial Correlation. The evaluation was performed on data generated from random networks (Erdös-Renyi, Barabási-Albert, Watts-Strogatz ), in which we used the Characteristic Operation Receiver, or ROC curve, as a comparison measure for the retrieved networks. We also applied the methods presented in the reconstruction of the gene co-expression network with data from cervical cancer tumors","Network Reconstruction, Regularization, Gaussian Networks, Partial Correlation"
1329,"The use of multivariate techniques in experimental results represents a growing responsibility on the researcher, in the sense of understanding, evaluating and interpreting the results, especially the more complex ones. An aid in these tasks is understanding the basic characteristics of the data and their relationships. The starting point in interpreting the results is to characterize the form of their distribution. In this work, two statistical algorithms were studied: combination of histograms and two-step. The studies were carried out using a database of 161 samples in which the mass fractions of K, La, Lu, Na, U, Yb, CE, Cr, Cs, Eu, Fe, Hf, SC, Tb and Th were determined. using the neutron activation analysis method. The results were compared using histogram plots, normal probability and the Shapiro-Wilks Test. The results showed that the two-step algorithm is superior.","Data normalization, histogram, Shapiro-Wilks test"
1039,"Given the growing need to mitigate the environmental impacts caused by anthropic uses, reduce greenhouse gas emissions, recover degraded areas and, in return, increase food production, it is necessary to constantly monitor the use and transformations of the surface terrestrial. Time series of remote sensing data are critical to tracking surface changes over time and at large scales, and automated methods are needed to track different land use changes. In this study, the efficiency of two of these methods, BFAST (Breaks For Additive Seasonal and Trend) and DBEST (Detecting Breakpoints and Estimating Segments in Trend), in detecting different regime changes in NDVI/MODIS time series were evaluated. The results suggest that the methods are effective in detecting changes of greater magnitude, such as deforestation, and present a lot of uncertainty in changes of lesser magnitude, such as conversion from pasture to soybean or soybean to soybean and corn. It is suggested that further studies testing different method parameters be conducted.",nothing
1081,"In general, there are factors that influence the variation of prices charged for airline tickets, such as day of the week, flight time, the company chosen to fly and the advance of the ticket purchase in relation to the flight, etc. In this way, the objective of this work is to study the daily variation of air ticket prices in a period of 30 days, of the sections Londrina/PR - Curitiba/PR and Londrina/PR - São Paulo/SP considering the three largest airlines that make these excerpts. Linear and non-linear regression models were used to explain the relationship between ticket prices and the time taken to purchase tickets. It was observed that, in fact, the closer to the flight date, the higher the amount charged for the ticket, but this relationship was non-linear. Therefore, purchasing a ticket in advance can bring savings to the consumer.",nonlinear regression; airfare pricing; Software R
939,"Attention Deficit Hyperactivity Disorder (ADHD) is a psychiatric disorder that originates in childhood and may persist into adulthood, characterized by symptoms of inattention and hyperactivity. This work aims to study the possible confounding between ADHD symptoms and other psychological measures. A survey was conducted in which 309 people were interviewed, 196 women and 113 men. Respondents are students from 8 consecutive periods of the medical course at UFRJ. The variables of interest were patient-reported hyperactivity and inattention scores. As explanatory variables, we used physician-measured inattention and hyperactivity scores, as well as patient-reported anxiety scores. For such analysis, we propose the use of generalized linear models and Bayesian inference. ADHD, Hyperactivity, Inattention, Anxiety, Poisson Regression, Generalized Linear Models.","ADHD, Hyperactivity, Inattention, Anxiety, Poisson Regression, Generalized Linear Models."
1338,"A variety of authors have addressed the topic of calculating medians for multivariate data. Small (1990) presents several options for calculating the multivariate median. This paper discusses some of the options available in the literature, in particular calculations available in the R software package, Gmedian, which is the G1 median, also known as the L1 median. Simulation studies are presented to assess the robustness of this measure and compare it to the mean as a measure of the center of a distribution.","Gmedian, Robust Methods, Outlier, Monte Carlo Simulation, Software R."
921,"The univariate financial option pricing process generated and generates several works in the literature where there is criticism about the Black and Scholes model assumption that the asset-object volatility is considered constant over time. In addition, when financial options have more than one asset, care must be taken in the choice of their joint distribution, where the pioneer work considered the normal multivariate distribution, implying a linear correlation between the assets. Aiming to make the pricing process more realistic, this work aims to price bivariate financial options considering the Brazilian stock market through the DGARCH marginal process for asset-objects and copulas functions for the construction of the joint distribution. As a result, through tests and statistical criteria, a good adjustment of the marginal process and the joint distribution of the underlying assets was obtained, and in addition, the difference was obtained around 1% between the observed prices and the estimated considering the function payoff as the sum of the underlying assets. Another point to emphasize is the importance of choosing copula in the process of obtaining the fair price of the options. Finally, it justifies the importance of this work by the new approach of bivariate pricing and for being the first scientific application in the Brazilian stock market.",DGARCH; Copulas; Bivariate Option; Pricing.
1170,"Abstract: Traffic accidents are a serious problem in Brazil, as it is one of the main causes of death in the population. In this sense, this study aims to know the frequency of traffic accidents that occurred in the State of Pará, from January to December 2017, as well as to verify and analyze the existence of associations between the Accident Classification (with or without victims) and Type and Cause of the Accident, based on the use of the Statistical Correspondence Analysis Technique, based on data from Federal Highway Police records.",Correspondence Analysis; Deaths; Federal Highway Police.
1245,"The transition of a young person from high school to higher education is accompanied by a change in the teaching environment that can trigger profound changes in the student. This set of transformations does not include only those related to intellectualization and professionalization. No less important are the transformations in social and psychological relationships. In this work, we propose a method of investigation of social, psychological and motivational dimensions for performance and dropout in higher education, focusing on the reality of the Statistics course at the National School of Statistical Sciences.",nothing
